user,text,hashtags,created_at
sraval104,"@British_Airways Sir, Indian Passport holder From India to USA, can fly from 8th Nov through your airlines? As announced by USA to lift ban ?",[],2021-11-01 14:02:11+00:00
Playingfootsie,@British_Airways  see tweet below as you have not responded.  Many thanks https://t.co/fs9RvVS1SP,[],2021-11-01 14:01:12+00:00
londonguy2019,@British_Airways sort your Berlin Airport staff out BA. We are told to arrive no less than two hours before the flight and still no staff to check in in Club Europe customers. Staff don’t seem to care,[],2021-11-01 14:00:58+00:00
Jonthemoney,@British_Airways You’ve asked me for information that I have already provided and now I am getting standard template responses. All I want is a response to my complaint,[],2021-11-01 13:59:00+00:00
Hemajayanpatel,@British_Airways @PLAYinCHOC I have been waiting for ever for any response from BA in any format or social media platform …. Utterly useless,[],2021-11-01 13:58:15+00:00
MJH_1995,@British_Airways the same goes for me. I have already DM'd but no response,[],2021-11-01 13:56:31+00:00
PhilipPhlop,"@British_Airways Hey 👋 if I book a holiday for September 2022, and decide up to 3 weeks before to cancel, do I only lose the deposit?",[],2021-11-01 13:51:34+00:00
Hemajayanpatel,@British_Airways Even see if you a DM I get an itomated response saying go to website - that should the problem - need to talk to someone to sort this,[],2021-11-01 13:50:36+00:00
IramNaeem83,@British_Airways my flight from Isb to LHR was delayed in arriving to Pakistan which resulted in my connecting flight being missed. Im trying to put in for compensation but im struggling,[],2021-11-01 13:47:36+00:00
pointyendflying,@British_Airways been sent an email saying someone has requested an e-voucher on a flight I don’t recognise. Concerned this may be fraud. Who can I speak to please?,[],2021-11-01 13:45:15+00:00
NFTYAKATORI,@British_Airways what a disgrace of a service! Your phone lines don’t take calls and automatically hang up. Shocking shocking shocking. You should all be ashamed of your service.,[],2021-11-01 13:42:32+00:00
Diocalu,@British_Airways why does no one reply to requests for change of flights? No options available to do it over the website either and chat box closed!,[],2021-11-01 13:42:25+00:00
LesleyHarrison4,"@British_Airways I recently contacted your executive club team spoke to the lovely Craig who told me that someone from BA would be calling me Friday, 29th October or today Monday, 1st November to finish a booking. No call yet so im just chasing / following this up. Thank you!",[],2021-11-01 13:41:57+00:00
Hemajayanpatel,"@British_Airways Hi , it is impossible to get through to you . I have tried every possible way and there is no response from you. I cannot access my travel voucher . Please help",[],2021-11-01 13:39:54+00:00
AjikeAjoke,@British_Airways come on!! What is this madness? Been on hold for almost an hour!!!!!! https://t.co/xHlOz8Sv4E,[],2021-11-01 13:37:52+00:00
holdermummy,@British_Airways LUCÍLIA is my name and thank you …. Let’s see how long it takes this time as the last 2 voucher codes don’t work and I can’t seem to speak to anyone to resolve it and have sent DM with photos to show you!,[],2021-11-01 13:37:20+00:00
MunirDaar,"@British_Airways hey BA, You still the world's favourite airline ? Return flight to Bermuda from Heathrow total cost 2.5k, flying out in premium economy and back business class, still doesn't entitle me to use the BA southern lounge 😑. Well I guess rules is rules. Geeeez...",[],2021-11-01 13:34:34+00:00
carlhunter86,@British_Airways Ive not had a response,[],2021-11-01 13:30:53+00:00
Jamesbr13555944,"@British_Airways Hey BA I need to speak to someone urgently, no answer by phone live chat or FB.. please help me you cancelled and rebooked my flight, but have not changed my hotel",[],2021-11-01 13:30:13+00:00
MCoomes,@British_Airways I have a booking to fly to Spain in July 2022 from London Gatwick . I've heard that BA won't be flying short-haul from Gatwick any more is this correct,[],2021-11-01 13:29:29+00:00
parnelltc,@British_Airways Dear BA Team I know you’re busy but I have been trying all of last week and today to speak to someone to cancel a booking every time I eventually get an IVR saying sorry we won’t be able to speak to you at this time. Im days away from having to pay. Pls help ❤️,[],2021-11-01 13:25:55+00:00
joolscoultas,@British_Airways can I check in my cabin bag free of charge on the flight from EDI to LYC AT 10:40 tomorrow? It will have my liquids in. Thanks,[],2021-11-01 13:24:43+00:00
TheWrights10,@British_Airways @PLAYinCHOC Pick up your phones!! We have been trying to get through for week!! Terrible customer service!,[],2021-11-01 13:22:10+00:00
mikehewitson,"@British_Airways Hi there! Apologies, a very good colleague of yours sorted me out the other day. I don’t need helping any more. Many thanks!",[],2021-11-01 13:21:41+00:00
HarjTweets,"@British_Airways @PPaulCharles @BBCNews @ThePCAgency @AmericanAir I meant to connect with a flight in the US goin elsewhere and further abroad. It’s ok now tho, booked to go somewhere else instead and no longer need that info",[],2021-11-01 13:18:37+00:00
JanekLasocki,@British_Airways Hi!  Do you know when it'll be possible to buy direct BA flights from London- Buenos Aires? Thanks!,[],2021-11-01 13:16:29+00:00
lucybauty,@British_Airways I found it so annoying to spend 40 min on a call with a BA advisor and then we get cut in the middle of our conversation and he doesn’t call me back even tho my number is in the system for a flight leaving today !!! And now I can’t get through Ba again!,[],2021-11-01 13:14:23+00:00
patsy748,"@British_Airways can’t see in the FAQs. Do your New York hotel prices include all taxes, city tax and resort fees? Thanks",[],2021-11-01 13:12:39+00:00
UKHarvick_Fan,"@British_Airways can someone answer my message please I’m losing the will to live here , thank you",[],2021-11-01 13:11:20+00:00
skghate,"@British_Airways @Cleartrip Are you folks talking to each other and resolving my issue? It’s 7 days and no closure! Atleast cleartrip got back on call, BA is silent!!!!!",[],2021-11-01 13:05:34+00:00
simonehancox,@British_Airways Thanks Rob - a bit better than the previous reply I received! My daughter has now resolved this by booking a rewards flight which fortunately I was able to tell her about,[],2021-11-01 13:05:33+00:00
SimonGarnham,"@British_Airways @SJCARROLL91 Oh,and the exec club team don't answer anyway-1hr3m on the silver line before I was cut off-back to you PhilGW.",[],2021-11-01 13:02:58+00:00
MrSimsy,"@British_Airways Having trouble booking in for a flight tomorrow. I submitted C19 docs yesterday and got a tracking no and approval, but when I try to check in it says I have not completed them, but if I try to resubmit it says already submitted. Please help",[],2021-11-01 13:02:18+00:00
buka_brian,"@British_Airways This would be even better if I could actually get to speak to someone who actually knows what they are doing! Redirected by 3 agents now to the same number why is customer services so difficult to deal with, there’s no issue when booking and taking payments !! @British_Airways",[],2021-11-01 13:00:38+00:00
Charlotte_97xx,"@British_Airways Hi Rob, thanks for getting back to me. I've spoken to American Airlines and they have confirmed that I add the luggage at the airport. Thanks again.",[],2021-11-01 13:00:01+00:00
sofiklin,"@British_Airways Hi. I'm trying to buy a ticket with a Visa debit card. However, British Airways' webpage does not have accept this card, only Visa credit. What can I do? https://t.co/EBYfeH4Pyi",[],2021-11-01 12:58:39+00:00
Dougdottat,@British_Airways Fellow pilot here.  You need to let your maintenance dept know that your 787 with tail G-ZBKS has a failed starboard wingtip strobe light.,[],2021-11-01 12:58:32+00:00
KomalSGaba,@British_Airways I had a booking for 8th November which BA has cancelled and put me on the next flight after 24 hours. I lose one day of work and have to spend an additional day for stay in London. Can you please look into this and work out something for me.,[],2021-11-01 12:58:21+00:00
vaicine,@British_Airways how close to my departure date can I change my flight date? It's an avios flight to Tokyo (would need changing due to COVID restrictions not lifting in time),[],2021-11-01 12:54:18+00:00
AjikeAjoke,"@British_Airways I’m actually sick and tired of your nonsense! You cancelled my flight without explanation, Your lines are “busy”, your website is trash and you’re not responding to messages! Shey werey ni yin ni?",[],2021-11-01 12:53:43+00:00
RGuerrina,"@British_Airways any reason why I can amend my mother’s booking on your system? I have tried texting, calling etc … but I have not been able to great through to a person to help me with this. Please don’t send a link, I have already tried. The flight is supposed to be tomorrow",[],2021-11-01 12:53:19+00:00
BidemiAdebayo3,@British_Airways I need my refund ASAP.    It been 1 week now,[],2021-11-01 12:52:47+00:00
theotherelf,@British_Airways @British_Airways appreciate you are busy. Would you reply to my DM? You cancelled my flight and put me on a random flight. I simply would like to change it to the closest flight time to the original one,[],2021-11-01 12:51:40+00:00
_ColHay,"@British_Airways   Still no response from anyone on your team.42 days so far-Double what the Montreal convention states which you singed up to.🤷‍♂️I don't need you to pay me anything, I have my own insurance, I need you to declare it lost. This is an absolute joke of a company. https://t.co/xydTiCwMuY",[],2021-11-01 12:49:56+00:00
davidpick1987,"@British_Airways - got an issue, call. Call - be told you can’t call so log online to make a change. Can’t make the change so advised to call. Call - told to go online. DM’d you - told to go online or call to make a change.   Are you taking the absolute piss here?",[],2021-11-01 12:48:49+00:00
Jackbh,@British_Airways I am trying to use the Reward Fight Finder and continue to receive this message. When I also try and use the Reward Flight through the normal way it then gives another error. Please can you advise? https://t.co/Wpq64kqLfw,[],2021-11-01 12:48:13+00:00
